Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast! My school for the next 4 years. ,34.4169,-119.845991,https://en.wikipedia.org/wiki/University_of_California,https://lh5.googleusercontent.com/p/AF1QipNreN72emghZeRdy37WR8D3ZSg2XEUo4QwkifNm=w408-h724-k-no
